pmid	annotator	subject_text_span	subject_label	predicate	object_text_span	object_label
36207740	student_A	MSNs-Bi	bacteria	influence	brain pathology	DDF
36207740	student_A	MSNs-Bifidobacterium	bacteria	influence	intestinal inflammation	DDF
36207740	student_A	MSNs-Bifidobacterium	bacteria	influence	brain pathology	DDF
36207740	student_A	Bifidobacterium	bacteria	part of	gut flora	microbiome
36207740	student_A	Bifidobacterium	bacteria	interact	SCFAs	chemical
36207740	student_A	gut microbiota	microbiome	is linked to	Alzheimer's disease	DDF
36207740	student_A	gut microbiota	microbiome	is linked to	AD	DDF
36207740	student_A	short-chain fatty acids	chemical	located in	gut	anatomical location
36207740	student_A	MSNs-Bifidobacterium	bacteria	interact	brain Aβ	chemical
36207740	student_A	Bifidobacterium	bacteria	interact	bile salts	chemical
36207740	student_A	gut microbiome	microbiome	is linked to	Alzheimer's disease	DDF
36207740	student_A	MSNs	chemical	impact	Bifidobacterium	bacteria
36207740	student_A	Bifidobacterium	bacteria	interact	short-chain fatty acids	chemical
36207740	student_A	Mesoporous silica nanoparticle-encapsulated Bifidobacterium	bacteria	interact	brain Aβ	chemical
36207740	student_A	Mesoporous silica nanoparticle-encapsulated Bifidobacterium	bacteria	influence	olfactory dysfunction	DDF
36207740	student_A	gut microbiome	microbiome	is linked to	AD	DDF
36207740	student_A	SCFAs	chemical	influence	Alzheimer's disease	DDF
36207740	student_A	MSNs-Bi	bacteria	influence	AD	DDF
36207740	student_A	SCFAs	chemical	located in	gut	anatomical location
36207740	student_A	SCFAs	chemical	influence	AD	DDF
36207740	student_A	MSNs-Bi	bacteria	interact	brain Aβ	chemical
36207740	student_A	gut microbiota	microbiome	is linked to	Dysbiosis	DDF
36207740	student_A	Mesoporous silica nanospheres	chemical	impact	Bifidobacterium	bacteria
36207740	student_A	Bifidobacterium	bacteria	interact	strong acids	chemical
36207740	student_A	MSNs-Bifidobacterium	bacteria	influence	AD	DDF
36207740	student_A	MSNs-Bi	bacteria	influence	intestinal disease	DDF
36207740	student_A	MSNs-Bifidobacterium	bacteria	influence	intestinal disease	DDF


36683147	student_A	gut	anatomical location	located in	mice	animal
36683147	student_A	gut microbiome	microbiome	used by	16S rRNA sequencing	biomedical technique
36683147	student_A	gut Aβ42	chemical	located in	blood	anatomical location
36683147	student_A	neuroinflammation	DDF	affect	early AD pathology	DDF
36683147	student_A	neuroinflammation	DDF	affect	Alzheimer's disease	DDF
36683147	student_A	gut	anatomical location	located in	human	human
36683147	student_A	gut Aβ42	chemical	located in	mice	animal
36683147	student_A	gut microbiota	microbiome	is linked to	AD pathogenesis	DDF
36683147	student_A	Gut-derived β-amyloid	chemical	influence	Alzheimer's pathogenesis	DDF
36683147	student_A	Aβ	chemical	located in	gut	anatomical location
36683147	student_A	gut-derived Aβ	chemical	influence	AD pathogenesis	DDF
36683147	student_A	gut microbiome	microbiome	located in	mice	animal
36683147	student_A	Peripheral β-amyloid	chemical	located in	brain	anatomical location
36683147	student_A	Peripheral β-amyloid	chemical	interact	Aβ plaques	chemical
36683147	student_A	gut microbiota	microbiome	is linked to	Alzheimer's disease	DDF
36683147	student_A	gut microbiota	microbiome	is linked to	AD	DDF
36683147	student_A	gut Aβ42	chemical	located in	brain	anatomical location
36683147	student_A	Aβ42	chemical	located in	mice	animal
36683147	student_A	gut-derived Aβ	chemical	influence	Alzheimer's disease	DDF
36683147	student_A	key proteins	chemical	located in	mouse gut	anatomical location
36683147	student_A	Peripheral β-amyloid	chemical	located in	mouse gut	anatomical location
36683147	student_A	gut BACE1	chemical	located in	mice	animal
36683147	student_A	Aβ	chemical	located in	brain	anatomical location
36683147	student_A	Aβ plaques	chemical	located in	brain	anatomical location
36683147	student_A	Peripheral β-amyloid	chemical	located in	gut	anatomical location
36683147	student_A	gut-derived Aβ	chemical	impact	gut microbiota	microbiome
36683147	student_A	gut Aβ42	chemical	located in	aged mice	animal
36683147	student_A	Aβ	chemical	located in	mouse gut	anatomical location
36683147	student_A	Aβ	chemical	interact	Aβ plaques	chemical


38959406	student_A	α-synuclein	chemical	influence	motor symptoms	DDF
38959406	student_A	Parkinson's disease pathology	DDF	strike	brain	anatomical location
38959406	student_A	diet-derived catechols dihydrocaffeic acid	chemical	influence	α-synuclein aggregation	DDF
38959406	student_A	dopamine	chemical	located in	brain	anatomical location
38959406	student_A	functional foods	food	influence	Parkinson's disease	DDF
38959406	student_A	dietary catechols	chemical	influence	α-synuclein aggregation	DDF
38959406	student_A	caffeic acid	chemical	influence	α-synuclein aggregation	DDF
38959406	student_A	intestinal α-synuclein	chemical	located in	Enteroendocrine cells	anatomical location
38959406	student_A	α-synuclein aggregation	DDF	strike	STC-1 enteroendocrine cells	anatomical location
38959406	student_A	dopamine	chemical	influence	α-synuclein aggregation	DDF
38959406	student_A	α-synuclein	chemical	located in	gut	anatomical location
38959406	student_A	α-synuclein aggregation	DDF	strike	gut	anatomical location
38959406	student_A	dopamine	chemical	influence	Parkinson's disease	DDF
38959406	student_A	protein α-synuclein	chemical	influence	Parkinson's disease	DDF
38959406	student_A	protein α-synuclein	chemical	located in	brain	anatomical location
38959406	student_A	intestinal α-synuclein	chemical	located in	gut epithelial cells	anatomical location


35222337	student_A	rats	animal	used by	injection	biomedical technique
35222337	student_A	rats	animal	used by	bilateral intraventricular injection	biomedical technique
35222337	student_A	memory and cognitive impairment	DDF	target	rats	animal
35222337	student_A	Alzheimer's disease	DDF	is a	neurodegenerative disease	DDF
35222337	student_A	Aβ (1-42)	chemical	impact	ileal and colonic microbiota	microbiome
35222337	student_A	Aβ (1-42)	chemical	produced by	Rat Ileal and Colonic Microbiota	microbiome
35222337	student_A	ileum	anatomical location	located in	normal rats	animal
35222337	student_A	gut microbiota	microbiome	is linked to	Alzheimer's disease	DDF
35222337	student_A	β-amyloid (1-42)	chemical	impact	ileal and colonic microbiota	microbiome
35222337	student_A	Rat Ileal and Colonic Microbiota	microbiome	used by	Bilateral Intraventricular Injection	biomedical technique
35222337	student_A	gut microbiota	microbiome	is linked to	AD	DDF
35222337	student_A	rats	animal	used by	16S rRNA-sequencing analysis	biomedical technique
35222337	student_A	gut microbiota	microbiome	located in	intestine	anatomical location
35222337	student_A	ileal and colonic microbiota	microbiome	located in	rats	animal
35222337	student_A	colon	anatomical location	located in	normal rats	animal
35222337	student_A	Aβ (1-42) deposition	DDF	target	rats	animal
35222337	student_A	AD	DDF	target	AD rats	animal
35222337	student_A	gut microbiota	microbiome	located in	AD rats	animal
35222337	student_A	Alzheimer's disease	DDF	target	AD rats	animal
35222337	student_A	AD	DDF	is a	neurodegenerative disease	DDF
35222337	student_A	hippocampal Aβ (1-42) deposition	DDF	target	rats	animal


33523001	student_A	AD	DDF	target	AD patients	human
33523001	student_A	gut microbiome alterations	DDF	target	Patients	human
33523001	student_A	Ruminiclostridium_9	bacteria	located in	Patients	human
33523001	student_A	gut microbiome alterations	DDF	affect	Alzheimer's disease	DDF
33523001	student_A	MCI	DDF	target	Patients	human
33523001	student_A	Alzheimer's disease	DDF	target	Patients	human
33523001	student_A	AD	DDF	target	Patients	human
33523001	student_A	mild cognitive impairment	DDF	target	Patients	human
33523001	student_A	Lachnospira	bacteria	located in	patients	human
33523001	student_A	gut dysbiosis	DDF	affect	inflammation	DDF
33523001	student_A	gut microbiome alterations	DDF	affect	AD	DDF
33523001	student_A	Prevotella	bacteria	influence	inflammation	DDF
33523001	student_A	gut dysbiosis	DDF	change abundance	Prevotella	bacteria
33523001	student_A	gut dysbiosis	DDF	affect	MCI	DDF
33523001	student_A	gut dysbiosis	DDF	affect	AD	DDF
33523001	student_A	gut dysbiosis	DDF	change abundance	Bacteroides	bacteria
33523001	student_A	AD	DDF	affect	gut dysbiosis	DDF
33523001	student_A	Bacteroides	bacteria	located in	Patients	human
33523001	student_A	Prevotella	bacteria	located in	Patients	human
33523001	student_A	gut microbiome alteration	DDF	target	patients	human
33523001	student_A	Alzheimer's disease	DDF	affect	gut dysbiosis	DDF
33523001	student_A	Alzheimer's Disease	DDF	target	Chinese Patients	human
33523001	student_A	Mild Cognitive Impairment	DDF	target	Chinese Patients	human
33523001	student_A	MCI	DDF	affect	gut dysbiosis	DDF
33523001	student_A	Lachnospira	bacteria	located in	Patients	human
33523001	student_A	Alzheimer's disease	DDF	target	patients	human
33523001	student_A	mild cognitive impairment	DDF	target	patients	human
33523001	student_A	MCI	DDF	target	patients	human
33523001	student_A	mild cognitive impairment	DDF	affect	gut dysbiosis	DDF
33523001	student_A	Prevotella	bacteria	located in	patients	human
33523001	student_A	AD	DDF	target	patients	human
33523001	student_A	Alzheimer's disease	DDF	target	AD patients	human
33523001	student_A	gut microbiome	microbiome	located in	patients	human
33523001	student_A	gut dysbiosis	DDF	target	Patients	human


40536926	student_A	neurological and neurodegenerative diseases	DDF	is a	neurological pathologies	DDF
40536926	student_A	microbiota	microbiome	is linked to	neurological and neurodegenerative diseases	DDF
40536926	student_A	intestinal microbiota	microbiome	is linked to	neurological pathologies	DDF
40536926	student_A	microbiota	microbiome	is linked to	neurological pathologies	DDF
40536926	student_A	intestinal microbiota	microbiome	is linked to	neurological and neurodegenerative diseases	DDF


40852121	student_A	Dialister	bacteria	interact	trimethylamine	chemical
40852121	student_A	TMAO	chemical	influence	cardiovascular diseases	DDF
40852121	student_A	chronic deficiency	DDF	affect	liver disease	DDF
40852121	student_A	Clostridium citroniae	bacteria	change expression	<i>cutC</i> gene	gene
40852121	student_A	chronic deficiency	DDF	affect	dementia	DDF
40852121	student_A	GOS supplementation	chemical	impact	Clostridia	bacteria
40852121	student_A	choline	chemical	part of	healthy human stool samples	chemical
40852121	student_A	Dialister	bacteria	interact	TMA	chemical
40852121	student_A	GOS supplementation	chemical	impact	Blautia	bacteria
40852121	student_A	trimethylamine	chemical	interact	TMA N-oxide	chemical
40852121	student_A	Clostridia	bacteria	interact	Clostridium citroniae	bacteria
40852121	student_A	choline	chemical	impact	gut microbiota	microbiome
40852121	student_A	choline trimethylamine-lyase	chemical	produced by	gut microbes	microbiome
40852121	student_A	TMA	chemical	interact	TMA N-oxide	chemical
40852121	student_A	chronic deficiency	DDF	affect	cardiovascular disease	DDF
40852121	student_A	TMA	chemical	interact	TMAO	chemical
40852121	student_A	GOS	dietary supplement	impact	gut microbiota	microbiome
40852121	student_A	prebiotic	dietary supplement	impact	gut bacteria	microbiome
40852121	student_A	TMA N-oxide	chemical	influence	cardiovascular diseases	DDF
40852121	student_A	galactooligosaccharides	dietary supplement	impact	Clostridia	bacteria
40852121	student_A	trimethylamine	chemical	interact	TMAO	chemical


27346372	student_A	gastrointestinal microbiota	microbiome	is linked to	MS	DDF
27346372	student_A	Multiple sclerosis	DDF	change abundance	Haemophilus	bacteria
27346372	student_A	Multiple sclerosis	DDF	change abundance	Blautia	bacteria
27346372	student_A	MS	DDF	change abundance	Psuedomonas	bacteria
27346372	student_A	Psuedomonas	bacteria	located in	MS patients	human
27346372	student_A	Prevotella genera	bacteria	located in	control group	human
27346372	student_A	MS	DDF	change abundance	Dorea	bacteria
27346372	student_A	gastrointestinal microbiota	microbiome	is linked to	Multiple sclerosis	DDF
27346372	student_A	gut microbial dysbiosis	DDF	target	MS patients	human
27346372	student_A	gut microbiota	microbiome	is linked to	MS	DDF
27346372	student_A	MS	DDF	change abundance	Haemophilus	bacteria
27346372	student_A	gut microbiota	microbiome	is linked to	Multiple sclerosis	DDF
27346372	student_A	gut microbiota	microbiome	located in	Multiple sclerosis patients	human
27346372	student_A	gut microbial dysbiosis	DDF	affect	MS	DDF
27346372	student_A	MS	DDF	change abundance	Blautia	bacteria
27346372	student_A	fecal microbiota	microbiome	located in	gender-matched healthy controls	human
27346372	student_A	Dorea	bacteria	located in	MS patients	human
27346372	student_A	Multiple sclerosis	DDF	target	MS patients	human
27346372	student_A	Adlercreutzia	bacteria	located in	control group	human
27346372	student_A	Multiple sclerosis	DDF	change abundance	Mycoplana	bacteria
27346372	student_A	Haemophilus	bacteria	located in	MS patients	human
27346372	student_A	MS	DDF	target	MS patients	human
27346372	student_A	Parabacteroides	bacteria	located in	control group	human
27346372	student_A	MS	DDF	change abundance	Mycoplana	bacteria
27346372	student_A	Mycoplana	bacteria	located in	MS patients	human
27346372	student_A	Multiple sclerosis	DDF	change abundance	Psuedomonas	bacteria
27346372	student_A	MS	DDF	is a	immune-mediated disease	DDF
27346372	student_A	fecal microbiota	microbiome	located in	relapsing remitting MS (RRMS) (n = 31) patients	human
27346372	student_A	Multiple sclerosis	DDF	change abundance	Dorea	bacteria
27346372	student_A	Multiple sclerosis	DDF	is a	immune-mediated disease	DDF
27346372	student_A	Blautia	bacteria	located in	MS patients	human


28283098	student_A	microbes	microbiome	located in	human gut	anatomical location


39801363	student_A	Gut microbiota	microbiome	is linked to	neuroinflammation	DDF
39801363	student_A	18 kDa translocator protein	chemical	located in	hippocampus	anatomical location
39801363	student_A	Parabacteroides	bacteria	change expression	APOEe2 allele	gene
39801363	student_A	neuroinflammation	DDF	strike	hippocampus	anatomical location
39801363	student_A	Prevotellaceae_UGC001	bacteria	influence	neuroinflammation	DDF
39801363	student_A	gut bacteria	bacteria	influence	Alzheimer's disease	DDF
39801363	student_A	Prevotellaceae_UGC001	bacteria	change expression	APOEe2	gene
39801363	student_A	gut bacteria	bacteria	influence	AD	DDF
39801363	student_A	Gut microbiota	microbiome	located in	donor	human
39801363	student_A	gut bacteria	bacteria	influence	brain pathology	DDF
39801363	student_A	Parabacteroides	bacteria	change expression	APOEe2	gene
39801363	student_A	Prevotellaceae_UGC001	bacteria	change expression	APOEe2 allele	gene
39801363	student_A	Parabacteroides	bacteria	influence	neuroinflammation	DDF
39801363	student_A	genera	microbiome	is linked to	neuroinflammation	DDF


39917134	student_A	Generalized anxiety disorder	DDF	is a	mental health condition	DDF
39917134	student_A	GAD	DDF	target	GAD groups	human
39917134	student_A	Generalized anxiety disorder	DDF	target	GAD groups	human
39917134	student_A	GAD	DDF	target	GAD patients	human
39917134	student_A	GAD	DDF	is a	mental health condition	DDF
39917134	student_A	Participants	human	used by	electroencephalogram (EEG) assessments	biomedical technique
39917134	student_A	GAD patients	human	used by	abdominal massage	biomedical technique
39917134	student_A	Generalized anxiety disorder	DDF	target	GAD patients	human


29587458	student_A	AD	DDF	target	AD patients	human
29587458	student_A	TrpRS	chemical	change expression	WARS2	gene
29587458	student_A	dietary tryptophan metabolite tryptamine	chemical	influence	tryptophanyl-tRNA synthetase (TrpRS) deficiency	DDF
29587458	student_A	antibiotics	drug	interact	Tryptamine	chemical
29587458	student_A	Pathogenic gene variants	DDF	affect	TrpRS deficiency	DDF
29587458	student_A	tryptophan incorporation	chemical	interact	proteins	chemical
29587458	student_A	Tryptophan	chemical	interact	amino acids	chemical
29587458	student_A	TrpRS	chemical	interact	tryptophan attachment	chemical
29587458	student_A	Tryptamine	chemical	located in	blood-brain barrier	anatomical location
29587458	student_A	Tryptamine	chemical	influence	neurodegeneration	DDF
29587458	student_A	dietary tryptophan metabolite tryptamine	chemical	produced by	human gut microbiome	microbiome
29587458	student_A	tau	chemical	influence	neurodegenerative pathology	DDF
29587458	student_A	Tryptophan	chemical	part of	proteins	chemical
29587458	student_A	Tryptophan	chemical	located in	blood	anatomical location
29587458	student_A	TrpRS inhibitor tryptophanol	chemical	influence	neurodegeneration	DDF
29587458	student_A	Tryptophan	chemical	part of	amino acid	chemical
29587458	student_A	TrpRS deficiency	DDF	affect	intellectual and motor disabilities	DDF
29587458	student_A	proteins	chemical	influence	neurodegenerative pathology	DDF
29587458	student_A	TrpRS	chemical	change expression	WARS	gene
29587458	student_A	dietary tryptophan metabolite tryptamine	chemical	influence	neurodegeneration	DDF
29587458	student_A	TrpRS inhibitor tryptophanol	chemical	produced by	gut microbiome	microbiome
29587458	student_A	Tryptophan	chemical	located in	brain	anatomical location
29587458	student_A	Alzheimer's disease	DDF	target	AD patients	human
29587458	student_A	neurodegeneration	DDF	target	mice	animal
29587458	student_A	Tryptamine	chemical	influence	vasculopathies	DDF


40312035	student_A	beneficial microbe	bacteria	influence	PD	DDF
40312035	student_A	gut	anatomical location	located in	mice	animal
40312035	student_A	P. mirabilis	bacteria	influence	microglial hyperactivation	DDF
40312035	student_A	MPTP	chemical	influence	microglial hyperactivation	DDF
40312035	student_A	Proteus mirabilis	bacteria	influence	brain dopaminergic neurodegeneration	DDF
40312035	student_A	motor impairment	DDF	target	normal mice	animal
40312035	student_A	BCRC17755	bacteria	interact	P. mirabilis	bacteria
40312035	student_A	P. mirabilis	bacteria	influence	Parkinson's disease	DDF
40312035	student_A	Parkinson's disease	DDF	target	mice	animal
40312035	student_A	BCRC17755	bacteria	influence	microglial hyperactivation	DDF
40312035	student_A	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	chemical	influence	PD pathologies	DDF
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	interact	tumor necrosis factor alpha	chemical
40312035	student_A	BCRC17755	bacteria	influence	Parkinson's disease	DDF
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	interact	inflammatory cytokines	chemical
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	influence	Parkinson's disease	DDF
40312035	student_A	MPTP	chemical	influence	Parkinson's disease	DDF
40312035	student_A	brain	anatomical location	located in	mice	animal
40312035	student_A	mice	animal	used by	rotarod test	biomedical technique
40312035	student_A	gut microbiome	microbiome	is linked to	Parkinson's disease	DDF
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	influence	motor dysfunction	DDF
40312035	student_A	BCRC17755	bacteria	interact	interleukin-1 beta	chemical
40312035	student_A	microglial hyperactivation	DDF	target	mice	animal
40312035	student_A	Proteus mirabilis	bacteria	influence	motor impairment	DDF
40312035	student_A	PD	DDF	is a	complex progressive neurodegenerative disease	DDF
40312035	student_A	mice	animal	used by	pole test	biomedical technique
40312035	student_A	BCRC17755	bacteria	influence	motor deficits	DDF
40312035	student_A	PD pathologies	DDF	target	mice	animal
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	interact	interleukin-1 beta	chemical
40312035	student_A	BCRC17755	bacteria	influence	PD	DDF
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	influence	PD	DDF
40312035	student_A	beneficial microbe	bacteria	influence	Parkinson's disease	DDF
40312035	student_A	BCRC17755	bacteria	interact	inflammatory cytokines	chemical
40312035	student_A	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	chemical	influence	Parkinson's disease	DDF
40312035	student_A	gut microbiome	microbiome	is linked to	PD	DDF
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	influence	dopaminergic neuronal loss	DDF
40312035	student_A	Lactobacillus taiwanensis BCRC17755	bacteria	influence	PD pathologies	DDF
40312035	student_A	MPTP	chemical	influence	PD pathologies	DDF
40312035	student_A	brain dopaminergic neurodegeneration	DDF	target	normal mice	animal
40312035	student_A	Parkinson's disease	DDF	is a	complex progressive neurodegenerative disease	DDF
40312035	student_A	P. mirabilis	bacteria	influence	PD pathologies	DDF
40312035	student_A	BCRC17755	bacteria	interact	tumor necrosis factor alpha	chemical
40312035	student_A	BCRC17755	bacteria	influence	PD pathologies	DDF


34979977	student_A	gut microbiome alterations	DDF	affect	ALS	DDF
34979977	student_A	OTU4607_Sutterella	bacteria	influence	amyotrophic lateral sclerosis	DDF
34979977	student_A	OTU4607_Sutterella	bacteria	influence	ALS	DDF
34979977	student_A	OTU10032 unclassified Enterobacteriaceae species-level OTU	bacteria	influence	amyotrophic lateral sclerosis	DDF
34979977	student_A	gut microbiota	microbiome	is linked to	amyotrophic lateral sclerosis	DDF
34979977	student_A	Gamma-Glu-Phe	chemical	influence	amyotrophic lateral sclerosis	DDF
34979977	student_A	unclassified Acidaminococcaceae	bacteria	influence	amyotrophic lateral sclerosis	DDF
34979977	student_A	gut microbiome	microbiome	is linked to	ALS	DDF
34979977	student_A	gut microbiome alterations	DDF	affect	ALS pathogenesis	DDF
34979977	student_A	Lactobacillales_ORDER	bacteria	influence	ALS	DDF
34979977	student_A	Gamma-Glu-Phe	chemical	influence	ALS	DDF
34979977	student_A	gut microbiome alterations	DDF	affect	amyotrophic lateral sclerosis	DDF
34979977	student_A	unclassified Acidaminococcaceae	bacteria	influence	ALS	DDF
34979977	student_A	gut microbiota	microbiome	is linked to	ALS	DDF
34979977	student_A	human gut microbiota	microbiome	is linked to	amyotrophic lateral sclerosis	DDF
34979977	student_A	OTU10032 unclassified Enterobacteriaceae species-level OTU	bacteria	influence	ALS	DDF
34979977	student_A	Lactobacillales_ORDER	bacteria	influence	amyotrophic lateral sclerosis	DDF


39546224	student_A	cerebrospinal fluid (CSF) and vascular imaging biomarkers	DDF	affect	Personality alterations	DDF
39546224	student_A	cerebrospinal fluid (CSF) and vascular imaging biomarkers	DDF	affect	AD	DDF
39546224	student_A	cerebrospinal fluid (CSF) and vascular imaging biomarkers	DDF	affect	Alzheimer's Disease	DDF
39546224	student_A	aging-associated disorders	DDF	target	older adults	human
39546224	student_A	psychiatric symptoms	DDF	affect	AD	DDF
39546224	student_A	personality changes	DDF	target	Alzheimer's disease (AD) patients	human
39546224	student_A	gut microbiota	microbiome	located in	older adults	human
39546224	student_A	personality changes	DDF	affect	caregiver stress	DDF
39546224	student_A	psychiatric symptoms	DDF	target	Alzheimer's disease (AD) patients	human
39546224	student_A	aging-related disorders	DDF	target	older adults	human


31123221	student_A	Alzheimer's disease	DDF	target	patients	human
31123221	student_A	abnormal gut microbiota	DDF	affect	diabetes	DDF
31123221	student_A	diabetes	DDF	affect	cognitive dysfunction	DDF
31123221	student_A	diabetes	DDF	affect	CD	DDF
31123221	student_A	diabetes	DDF	affect	Alzheimer's disease	DDF
31123221	student_A	cognitive dysfunction	DDF	target	patients	human
31123221	student_A	abnormal gut microbiota	DDF	affect	CD	DDF
31123221	student_A	streptozotocin	drug	change effect	cognitive dysfunction	DDF
31123221	student_A	diabetes	DDF	is a	age-related disorders	DDF
31123221	student_A	Alzheimer's disease	DDF	is a	age-related disorders	DDF
31123221	student_A	Abnormal gut microbiota	DDF	affect	cognitive dysfunction	DDF
31123221	student_A	abnormal gut microbiota	DDF	affect	diabetes-induced CD	DDF
31123221	student_A	CD	DDF	target	patients	human
31123221	student_A	abnormal gut microbiota	DDF	affect	cognitive dysfunction	DDF
31123221	student_A	streptozotocin	drug	change effect	diabetes	DDF
31123221	student_A	diabetes	DDF	target	patients	human


32169440	student_A	MS	DDF	is a	inflammatory disease	DDF
32169440	student_A	Multiple sclerosis	DDF	is a	inflammatory disease	DDF
32169440	student_A	MS	DDF	strike	central nervous system	anatomical location
32169440	student_A	Multiple sclerosis	DDF	strike	CNS	anatomical location
32169440	student_A	MS	DDF	strike	CNS	anatomical location
32169440	student_A	commensal bacteria	bacteria	influence	dysbiosis	DDF
32169440	student_A	gut microbiota	microbiome	is linked to	MS	DDF
32169440	student_A	commensal bacteria	bacteria	influence	autoimmune diseases	DDF
32169440	student_A	Multiple sclerosis	DDF	strike	central nervous system	anatomical location
32169440	student_A	commensal bacteria	bacteria	influence	CNS autoimmune diseases	DDF


40322835	student_A	POI rats	animal	used by	Moxibustion	biomedical technique
40322835	student_A	gut microbiota	microbiome	located in	POI rats	animal
40322835	student_A	Gut Microbiota	microbiome	used by	Moxibustion	biomedical technique
40322835	student_A	Gut Microbiota	microbiome	located in	POI Rats	animal


40008414	student_A	probiotic	dietary supplement	administered	Women	human
40008414	student_A	probiotic	dietary supplement	influence	depressed mood	DDF
40008414	student_A	Lactiplantibacillus plantarum Probio87	dietary supplement	influence	inflammation	DDF
40008414	student_A	control group	human	used by	Women's Health Questionnaire	biomedical technique
40008414	student_A	probiotic Lactiplantibacillus plantarum Probio87	dietary supplement	influence	anxiety	DDF
40008414	student_A	placebo	drug	administered	healthy women population	human
40008414	student_A	Women	human	used by	questionnaires	biomedical technique
40008414	student_A	Probio87 group	human	used by	WHQ	biomedical technique
40008414	student_A	Lactiplantibacillus plantarum Probio87	dietary supplement	administered	healthy women population	human
40008414	student_A	placebo	drug	change effect	inflammation	DDF
40008414	student_A	Probiotic	dietary supplement	administered	generally healthy women	human
40008414	student_A	probiotics	dietary supplement	administered	healthy women population	human
40008414	student_A	Probio87 group	human	used by	Women's Health Questionnaire	biomedical technique
40008414	student_A	probiotic	dietary supplement	influence	anxiety	DDF
40008414	student_A	probiotic	dietary supplement	influence	sleep problems	DDF
40008414	student_A	placebo	drug	administered	Women	human
40008414	student_A	control group	human	used by	WHQ	biomedical technique


40425098	student_A	gut microbiota	microbiome	is linked to	psychiatric disorders	DDF
40425098	student_A	gut microbiome	microbiome	is linked to	psychiatric disorders	DDF
40425098	student_A	psychiatric disorders	DDF	strike	brain structures	anatomical location
40425098	student_A	intestinal microbes	bacteria	influence	psychiatric pathology	DDF
40425098	student_A	anorexia nervosa	DDF	is a	psychiatric disorders	DDF
40425098	student_A	Marvinbryantia	bacteria	part of	gut microbiota	microbiome
40425098	student_A	Phascolarctobacterium	bacteria	influence	Schizophrenia	DDF
40425098	student_A	Prevotellaceae	bacteria	influence	Autism Spectrum Disorder	DDF
40425098	student_A	Alistipes	bacteria	influence	Panic Disorder	DDF
40425098	student_A	bipolar disorder	DDF	is a	psychiatric disorders	DDF
40425098	student_A	Barnesiella	bacteria	influence	Schizophrenia	DDF
40425098	student_A	Bacteroides	bacteria	part of	gut microbiota	microbiome


37291780	student_A	vitamins	dietary supplement	influence	cognitive decline	DDF
37291780	student_A	Neurodegenerative diseases	DDF	is a	brain disorders	DDF
37291780	student_A	omega-3 polyunsaturated fatty acids	dietary supplement	influence	cognitive decline	DDF
37291780	student_A	tau protein	chemical	part of	misfolded proteins	chemical
37291780	student_A	vitamins	dietary supplement	influence	dementia	DDF
37291780	student_A	polyphenols	dietary supplement	influence	cognitive decline	DDF
37291780	student_A	omega-3 polyunsaturated fatty acids	dietary supplement	influence	dementia	DDF
37291780	student_A	polyphenols	dietary supplement	influence	dementia	DDF
37291780	student_A	amyloid-β	chemical	part of	misfolded proteins	chemical


40187667	student_A	healthy young adults	human	used by	16S rRNA sequencing	biomedical technique
40187667	student_A	serum brain-derived neurotrophic factor	chemical	impact	gut microbiota	microbiome
40187667	student_A	neurotransmitters	chemical	impact	gut microbiota	microbiome
40187667	student_A	placebo	drug	administered	participants	human
40187667	student_A	microbial-derived molecules	chemical	impact	gut microbiota	microbiome
40187667	student_A	Vitamin C supplementation	dietary supplement	impact	Desulfovibrio	bacteria
40187667	student_A	vitamin C supplementation	dietary supplement	impact	gut microbiome	microbiome
40187667	student_A	vitamin C supplementation	dietary supplement	impact	Desulfovibrio	bacteria
40187667	student_A	Vitamin C supplementation	dietary supplement	impact	Bacillaceae	bacteria
40187667	student_A	vitamin C supplementation	dietary supplement	administered	healthy young adults	human
40187667	student_A	vitamin C supplementation	dietary supplement	impact	Gut microbiota	microbiome
40187667	student_A	Vitamin C supplementation	dietary supplement	impact	Anaerotruncus	bacteria
40187667	student_A	vitamin C supplementation	dietary supplement	influence	inflammatory responses	DDF
40187667	student_A	vitamin C	dietary supplement	administered	participants	human
40187667	student_A	placebo	drug	administered	healthy young adults	human
40187667	student_A	vitamin C supplementation	dietary supplement	influence	inflammation	DDF
40187667	student_A	participants	human	used by	16S rRNA sequencing	biomedical technique
40187667	student_A	BDNF	chemical	impact	gut microbiota	microbiome
40187667	student_A	vitamin C supplementation	dietary supplement	impact	gut microbiota composition	microbiome
40187667	student_A	vitamin C	dietary supplement	administered	healthy young adults	human
40187667	student_A	cytokines	chemical	impact	gut microbiota	microbiome


40706658	student_A	MS	DDF	strike	central nervous system	anatomical location
40706658	student_A	Multiple sclerosis	DDF	strike	CNS	anatomical location
