pmid	annotator	subject_text_span	subject_label	predicate	object_text_span	object_label
38582087	expert_9	R. intestinalis	bacteria	influence	corticosterone (CORT)-induced depression	DDF
38582087	expert_9	Gut bacteria-driven homovanillic acid	chemical	influence	depression	DDF
38582087	expert_9	homovanillic acid	chemical	located in	individuals	human
38582087	expert_9	Bifidobacterium longum	bacteria	located in	individuals	human
38582087	expert_9	B. longum	bacteria	influence	CUMS	DDF
38582087	expert_9	Roseburia intestinalis	bacteria	located in	individuals	human
38582087	expert_9	HVA	chemical	influence	synaptic autophagic death	DDF
38582087	expert_9	HVA	chemical	influence	corticosterone (CORT)-induced depression	DDF


38024855	expert_9	dioscin	chemical	influence	Parkinson's disease	DDF
38024855	expert_9	ursodeoxycholic	chemical	located in	feces	anatomical location
38024855	expert_9	dioscin	chemical	interact	GLP-1R	chemical
38024855	expert_9	dioscin	chemical	interact	taurodeoxycholic acid	chemical
38024855	expert_9	steroidal saponin	chemical	influence	PD	DDF
38024855	expert_9	taurodeoxycholic acid	chemical	part of	serum	chemical
38024855	expert_9	dioscin	chemical	impact	Lactobacillus genera	bacteria
38024855	expert_9	dioscin	chemical	interact	tauroursodeoxycholic acid	chemical
38024855	expert_9	dioscin	chemical	impact	Enterococcus	bacteria
38024855	expert_9	gut dysbiosis	DDF	target	MPTP-induced PD mice	animal
38024855	expert_9	PD	DDF	target	MPTP-induced PD mice	animal
38024855	expert_9	neuroinflammation	DDF	target	mice	animal
38024855	expert_9	MPTP	chemical	influence	disorders	DDF
38024855	expert_9	Dioscin	chemical	impact	gut microbiota	microbiome
38024855	expert_9	steroidal saponin	chemical	impact	gut microbiota	microbiome
38024855	expert_9	dioscin	chemical	interact	superoxide dismutase	chemical
38024855	expert_9	Dioscin	chemical	influence	PD	DDF
38024855	expert_9	dioscin	chemical	interact	β-muricholic acid	chemical
38024855	expert_9	taurodeoxycholic acid	chemical	located in	feces	anatomical location
38024855	expert_9	dioscin	chemical	influence	oxidative stress	DDF
38024855	expert_9	tauroursodeoxycholic acid	chemical	part of	serum	chemical
38024855	expert_9	dioscin	chemical	interact	NF-κB	chemical
38024855	expert_9	dioscin	chemical	influence	PD	DDF
38024855	expert_9	dioscin	chemical	influence	MPTP-induced gut dysbiosis	DDF
38024855	expert_9	dioscin	chemical	interact	TGR5	chemical
38024855	expert_9	β-muricholic acid	chemical	part of	serum	chemical
38024855	expert_9	dioscin	chemical	interact	ursodeoxycholic	chemical
38024855	expert_9	dioscin	chemical	impact	gut microbiome	microbiome
38024855	expert_9	dioscin	chemical	influence	bile acid-mediated oxidative stress	DDF
38024855	expert_9	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	chemical	influence	disorders	DDF
38024855	expert_9	dioscin	chemical	impact	Bacteroides	bacteria
38024855	expert_9	oxidative stress	DDF	target	mice	animal
38024855	expert_9	bile acid-mediated oxidative stress	DDF	target	MPTP-induced PD mice	animal
38024855	expert_9	tauroursodeoxycholic acid	chemical	located in	feces	anatomical location
38024855	expert_9	neuroinflammation	DDF	target	MPTP-induced PD mice	animal
38024855	expert_9	dioscin	chemical	interact	glucagon-like peptide-1 receptor	chemical
38024855	expert_9	dioscin	chemical	interact	nuclear factor-kappaB	chemical
38024855	expert_9	dioscin	chemical	interact	takeda G protein-coupled receptor 5	chemical
38024855	expert_9	β-muricholic acid	chemical	located in	feces	anatomical location
38024855	expert_9	dioscin	chemical	interact	SOD	chemical
38024855	expert_9	dioscin	chemical	interact	NOX2	chemical
38024855	expert_9	dioscin	chemical	interact	NADPH oxidases 2	chemical
38024855	expert_9	PD	DDF	target	mice	animal
38024855	expert_9	steroidal saponin	chemical	influence	Parkinson's disease	DDF
38024855	expert_9	dioscin	chemical	impact	Streptococcus	bacteria
38024855	expert_9	dioscin	chemical	influence	gut dysbiosis	DDF
38024855	expert_9	disorders	DDF	target	mice	animal
38024855	expert_9	dioscin	chemical	interact	GLP-1	chemical
38024855	expert_9	dioscin	chemical	influence	neuroinflammation	DDF
38024855	expert_9	Dioscin	chemical	influence	Parkinson's disease	DDF
38024855	expert_9	ursodeoxycholic	chemical	part of	serum	chemical


38327077	expert_9	gut microbiota	microbiome	located in	Patients	human
38327077	expert_9	gut microbiota	microbiome	is linked to	psychiatric disorders	DDF
38327077	expert_9	Gut Microbiota	microbiome	is linked to	ADHD	DDF
38327077	expert_9	ADHD and HCs	human	used by	shotgun metagenomics	biomedical technique
38327077	expert_9	ADHD	DDF	target	medication-naive children and adolescents	human
38327077	expert_9	gut microbiota	microbiome	used by	shotgun metagenomics	biomedical technique
38327077	expert_9	ADHD	DDF	change abundance	gut microbiota	microbiome
38327077	expert_9	medication-naive children and adolescents	human	used by	shotgun metagenomics	biomedical technique
38327077	expert_9	ADHD	DDF	target	Patients	human
38327077	expert_9	healthy controls	human	used by	shotgun metagenomics	biomedical technique


35189807	expert_9	Attention Deficit Hyperactivity Disorder	DDF	is a	neuropathologies	DDF
35189807	expert_9	150 mg RF/kg powdered rodent chow	food	administered	acute (AC) group	animal
35189807	expert_9	amino acid residue	chemical	part of	TRH and TRH-like peptides	chemical
35189807	expert_9	peripheral tissues	anatomical location	located in	male rats	animal
35189807	expert_9	migraine	DDF	is a	neuropathologies	DDF
35189807	expert_9	water	chemical	administered	control (CON) group	animal
35189807	expert_9	epilepsy	DDF	is a	neuropathologies	DDF
35189807	expert_9	Rifaximin	drug	interact	TRH	chemical
35189807	expert_9	Rifaximin	drug	interact	TRH-like peptide	chemical
35189807	expert_9	TRH and TRH-like peptides	chemical	located in	CNS	anatomical location
35189807	expert_9	autism	DDF	is a	neuropathologies	DDF
35189807	expert_9	brain	anatomical location	located in	male rats	animal
35189807	expert_9	normal chow	food	administered	withdrawal (WD) rats	animal
35189807	expert_9	ad libitum Purina rodent chow	food	administered	control (CON) group	animal
35189807	expert_9	RF	drug	impact	gut microbiome	microbiome
35189807	expert_9	Alzheimer's and Parkinson's disease	DDF	is a	neuropathologies	DDF
35189807	expert_9	TRH and TRH-like peptides	chemical	located in	peripheral tissues	anatomical location
35189807	expert_9	Mental health and protection	DDF	is a	neuropathologies	DDF
35189807	expert_9	RF	drug	change effect	prostatitis	DDF
35189807	expert_9	RF	drug	change effect	traveler's diarrhea	DDF
35189807	expert_9	RF	drug	change effect	hepatic encephalopathy	DDF
35189807	expert_9	RF	drug	interact	TRH and TRH-like peptides	chemical
35189807	expert_9	TRH and TRH-like peptides	chemical	located in	brain	anatomical location
35189807	expert_9	RF	drug	administered	chronic (CHR) animals	animal
35189807	expert_9	TRH/TRH-R1 receptor	chemical	located in	dorsal vagal complex	anatomical location
35189807	expert_9	antibiotic rifaximin	drug	change effect	traveler's diarrhea	DDF
35189807	expert_9	antibiotic rifaximin	drug	change effect	prostatitis	DDF
35189807	expert_9	antibiotic rifaximin	drug	impact	gut microbiome	microbiome
35189807	expert_9	antibiotic rifaximin	drug	change effect	hepatic encephalopathy	DDF
35189807	expert_9	RF	drug	administered	withdrawal (WD) rats	animal
35189807	expert_9	major depression	DDF	is a	neuropathologies	DDF


34489756	expert_9	People	human	used by	Compassion-Based Intervention	biomedical technique
34489756	expert_9	cancer	DDF	target	people	human
34489756	expert_9	IBD	DDF	affect	cognitive fusion	DDF
34489756	expert_9	Participants	human	used by	acceptance, mindfulness, and compassion-based intervention	biomedical technique
34489756	expert_9	patients	human	used by	acceptance, mindfulness, and compassion-based intervention	biomedical technique
34489756	expert_9	IBD	DDF	affect	shame	DDF
34489756	expert_9	Inflammatory Bowel Disease	DDF	affect	high mental health burden	DDF
34489756	expert_9	IBD population	human	used by	acceptance, mindfulness, and compassion-based intervention	biomedical technique
34489756	expert_9	experimental group	human	used by	acceptance, mindfulness, and compassion-based intervention	biomedical technique
34489756	expert_9	cancer	DDF	target	IBD population	human
34489756	expert_9	IBD	DDF	affect	high mental health burden	DDF
34489756	expert_9	IBD	DDF	affect	experiential avoidance	DDF
34489756	expert_9	Inflammatory Bowel Disease	DDF	target	People	human
34489756	expert_9	IBD	DDF	affect	self-criticism	DDF
34489756	expert_9	participants	human	used by	acceptance, mindfulness, and compassion-based intervention	biomedical technique
34489756	expert_9	People	human	used by	Face-to-Face Acceptance and Commitment Therapy	biomedical technique


34346706	expert_9	serum metabolites	chemical	influence	isolated dystonia	DDF
34346706	expert_9	dystonia	DDF	change abundance	Blautia obeum	bacteria
34346706	expert_9	serum metabolites	chemical	influence	gut dysbiosis	DDF
34346706	expert_9	Clostridiales	bacteria	located in	patients	human
34346706	expert_9	microbiome	microbiome	is linked to	neurological disorders	DDF
34346706	expert_9	dystonia	DDF	change abundance	Eubacterium hallii	bacteria
34346706	expert_9	gut dysbiosis	DDF	target	patients	human
34346706	expert_9	dystonia	DDF	target	patients	human
34346706	expert_9	metabolites	chemical	produced by	gut microbiota	microbiome
34346706	expert_9	Dystonia	DDF	is a	complex neurological movement disorder	DDF
34346706	expert_9	dystonia	DDF	change abundance	Bacteroides plebeius	bacteria
34346706	expert_9	Bacteroidetes	bacteria	located in	patients	human
34346706	expert_9	Serum Metabolome Alterations	DDF	affect	Isolated Dystonia	DDF
34346706	expert_9	gut microbiome	microbiome	is linked to	dystonia	DDF
34346706	expert_9	dystonia	DDF	change abundance	Dorea longicatena	bacteria
34346706	expert_9	gut microbiota	microbiome	located in	patients	human
34346706	expert_9	isolated dystonia	DDF	target	patients	human
34346706	expert_9	Gut Microbiome	microbiome	is linked to	Isolated Dystonia	DDF
34346706	expert_9	dystonia	DDF	change abundance	Clostridiales	bacteria
34346706	expert_9	gut microbial dysbiosis	DDF	target	patients	human
34346706	expert_9	dystonia	DDF	change abundance	Bacteroides vulgatus	bacteria
34346706	expert_9	gut microbiota	microbiome	used by	16S rRNA gene amplicon sequencing	biomedical technique


35656540	expert_9	PD patients	human	used by	clinical questionnaires	biomedical technique
35656540	expert_9	GM	microbiome	is linked to	Parkinson's disease	DDF
35656540	expert_9	household controls	human	used by	clinical questionnaires	biomedical technique
35656540	expert_9	GM	microbiome	located in	PD patients	human
35656540	expert_9	Altered gut microbiome	microbiome	is linked to	Parkinson's disease	DDF
35656540	expert_9	short-chain fatty-acid-producing bacteria	bacteria	located in	PD patients	human
35656540	expert_9	Butyricicoccus	bacteria	located in	PD patients	human
35656540	expert_9	Erysipelotrichaceae UCG-003	bacteria	located in	PD patients	human
35656540	expert_9	Barnesiella	bacteria	located in	PD patients	human
35656540	expert_9	Lachnospiraceae ND3007 group	bacteria	located in	PD patients	human
35656540	expert_9	HCs	human	used by	clinical questionnaires	biomedical technique
35656540	expert_9	PD patients	human	used by	Deep Brain Stimulation	biomedical technique
35656540	expert_9	Fusicatenibacter	bacteria	located in	PD patients	human
35656540	expert_9	GM	microbiome	is linked to	PD	DDF
35656540	expert_9	Altered gut microbiome	microbiome	is linked to	PD	DDF
35656540	expert_9	Levodopa-Carbidopa Intestinal Gel	drug	administered	PD patients	human


35472144	expert_7	relapsing-remitting multiple sclerosis	DDF	target	RRMS patients	human
35472144	expert_7	bacterial microbiome	microbiome	located in	RRMS patients	human
35472144	expert_7	mycobiome	microbiome	used by	ITS2	biomedical technique
35472144	expert_7	relapsing-remitting multiple sclerosis	DDF	target	patients	human
35472144	expert_7	bacterial microbiome	microbiome	located in	patients	human
35472144	expert_7	RRMS	DDF	target	RRMS patients	human
35472144	expert_7	altered mycobiome	DDF	target	RRMS patients	human
35472144	expert_7	RRMS	DDF	target	patients	human
35472144	expert_7	gut mycobiome	microbiome	located in	healthy controls	human
35472144	expert_7	mycobiome	microbiome	located in	RRMS patients	human
35472144	expert_7	MS	DDF	target	MS patients	human
35472144	expert_7	mycobiome	microbiome	used by	Internal Transcribed Spacer 2	biomedical technique
35472144	expert_7	fungal microbiome	microbiome	is linked to	MS disease	DDF
35472144	expert_7	gut mycobiome	microbiome	located in	Multiple sclerosis patients	human
35472144	expert_7	gut mycobiome	microbiome	located in	patients	human
35472144	expert_7	multiple sclerosis	DDF	target	MS patients	human


39066540	expert_7	TNF-α	chemical	located in	serum	anatomical location
39066540	expert_7	SHT	drug	change effect	IS	DDF
39066540	expert_7	tumor necrosis factor α	chemical	located in	serum	anatomical location
39066540	expert_7	IL-6	chemical	located in	serum	anatomical location
39066540	expert_7	IL-10	chemical	located in	serum	anatomical location
39066540	expert_7	interleukin-6	chemical	located in	serum	anatomical location
39066540	expert_7	vascular endothelial growth factor A (VEGFA) protein	chemical	located in	cerebral ischemic penumbra	anatomical location
39066540	expert_7	SHT	drug	change effect	damage	DDF
39066540	expert_7	damage	DDF	strike	neuronal cells	anatomical location
39066540	expert_7	structural damage	DDF	strike	neurons	anatomical location




38283834	expert_3	oxidative stress	DDF	strike	brain	anatomical location
38283834	expert_3	DSS	drug	change effect	gut microbiota-metabolite homeostasis	DDF
38283834	expert_3	DSS	drug	administered	AD rats	animal
38283834	expert_3	CAT	chemical	located in	brain tissues	anatomical location
38283834	expert_3	inflammation	DDF	strike	brain	anatomical location
38283834	expert_3	SOD	chemical	located in	brain tissues	anatomical location
38283834	expert_3	GSH-PX	chemical	located in	brain tissues	anatomical location
38283834	expert_3	Danggui Shaoyao San	drug	change effect	Alzheimer's disease-related pathology	DDF
38283834	expert_3	MDA	chemical	located in	brain tissues	anatomical location
38283834	expert_3	DSS	drug	change effect	inflammatory state	DDF
38283834	expert_3	gut microbiota	microbiome	used by	16S rDNA sequencing	biomedical technique
38283834	expert_3	oxidative stress	DDF	strike	AD rat brains	anatomical location
38283834	expert_3	STZ	drug	administered	AD models	animal
38283834	expert_3	DSS	drug	change effect	cerebral tissue pathology	DDF
38283834	expert_3	DSS	drug	change effect	AD	DDF
38283834	expert_3	streptozotocin	drug	administered	AD models	animal


39179066	expert_3	BG	chemical	interact	SCFAs	chemical
39179066	expert_3	HFD-induced cognitive dysfunction	DDF	target	rats	animal
39179066	expert_3	BG	chemical	influence	HFD-induced gut barrier impairment	DDF
39179066	expert_3	HFD-induced AD-like pathologies	DDF	target	rats	animal
39179066	expert_3	Macro-molecular yeast β-glucan	chemical	impact	gut microbiota	microbiome
39179066	expert_3	Yeast β-glucan	chemical	influence	high-fat diet-induced Alzheimer's disease-like pathologies	DDF
39179066	expert_3	gut microbiota	microbiome	is linked to	Alzheimer's disease	DDF
39179066	expert_3	BG	chemical	impact	gut microbiota	microbiome
39179066	expert_3	AD-like pathologies	DDF	interact	BG	chemical
39179066	expert_3	BG	chemical	influence	gut dysbiosis	DDF
39179066	expert_3	AD-like pathologies	DDF	target	HFD-fed aged rats	animal
39179066	expert_3	high-fat diet-induced Alzheimer's disease-like pathologies	DDF	target	rats	animal
39179066	expert_3	BG	chemical	located in	hippocampus	anatomical location
39179066	expert_3	gut microbiota	microbiome	is linked to	AD	DDF
39179066	expert_3	fecal microbiota	microbiome	located in	BG-treated rats	animal


40408818	expert_3	MD	food	influence	cardiovascular diseases	DDF
40408818	expert_3	MD	food	impact	gut microbiome	microbiome
40408818	expert_3	MD	food	influence	oxidative stress	DDF
40408818	expert_3	MD	food	influence	inflammation	DDF
40408818	expert_3	MD	food	influence	Alzheimer's disease	DDF
40408818	expert_3	MD	food	influence	metabolic syndrome	DDF


37267300	expert_3	cognitive dysfunction	DDF	target	ICV-STZ-induced Alzheimer's disease mice	animal
37267300	expert_3	pSer404-tau protein	chemical	located in	hippocampal tissues	anatomical location
37267300	expert_3	CB	dietary supplement	influence	cognitive dysfunction	DDF
37267300	expert_3	Clostridium butyricum	bacteria	influence	cognitive dysfunction	DDF
37267300	expert_3	cognitive dysfunction	DDF	target	ICV-STZ mice	animal
37267300	expert_3	intestinal microbiota	microbiome	located in	mice	animal


37775319	expert_3	gut microbiome	microbiome	is linked to	BM	DDF
37775319	expert_3	gut microbiome	microbiome	is linked to	subjective cognitive decline	DDF
37775319	expert_3	Gut Microbiome	microbiome	used by	Metagenomic Analysis	biomedical technique
37775319	expert_3	gut microbiome	microbiome	used by	whole-genome shotgun metagenomics	biomedical technique
37775319	expert_3	BM	DDF	affect	subjective cognitive complaints	DDF
37775319	expert_3	Butyrate-producing microbial species	bacteria	influence	BM	DDF
37775319	expert_3	BM	DDF	target	participants	human
37775319	expert_3	gut microbiome	microbiome	is linked to	bowel movement	DDF
37775319	expert_3	BM	DDF	affect	subjective cognitive decline	DDF
37775319	expert_3	NHSII participants	human	used by	objective neuropsychological battery	biomedical technique
37775319	expert_3	gut microbiome	microbiome	located in	participants	human
37775319	expert_3	BM	DDF	target	Participants	human
37775319	expert_3	proinflammatory species	bacteria	influence	BM	DDF


38452948	expert_3	Free water	chemical	located in	gray matter	anatomical location
38452948	expert_3	Free water	chemical	impact	gut microbiota	microbiome
38452948	expert_3	participants	human	used by	FW imaging	biomedical technique
38452948	expert_3	Neuroinflammation	DDF	affect	MCI	DDF
38452948	expert_3	gut microbiota	microbiome	used by	FW imaging	biomedical technique
38452948	expert_3	short-chain fatty acid butyrate	chemical	influence	neuroinflammation	DDF
38452948	expert_3	patients	human	used by	FW imaging	biomedical technique
38452948	expert_3	FW	chemical	located in	white matter tracts	anatomical location
38452948	expert_3	participants	human	used by	neuropsychological assessments	biomedical technique
38452948	expert_3	FW	chemical	located in	gray matter regions	anatomical location
38452948	expert_3	gut microbiota	microbiome	is linked to	AD	DDF
38452948	expert_3	Neuroinflammation	DDF	affect	mild cognitive impairment	DDF
38452948	expert_3	Alzheimer's disease	DDF	change abundance	butyrate producers	bacteria
38452948	expert_3	mild cognitive impairment	DDF	change abundance	butyrate producers	bacteria
38452948	expert_3	gut microbial metabolites	chemical	interact	short-chain fatty acid butyrate	chemical
38452948	expert_3	FW	chemical	located in	frontal, temporal, limbic and paralimbic regions	anatomical location
38452948	expert_3	MCI	DDF	target	patients	human
38452948	expert_3	Neuroinflammation	DDF	affect	Alzheimer's disease	DDF
38452948	expert_3	Neuroinflammation	DDF	affect	AD	DDF
38452948	expert_3	AD	DDF	target	patients	human
38452948	expert_3	Anaerostipes	bacteria	influence	AD/MCI group	DDF
38452948	expert_3	FW	chemical	impact	butyrate producers	bacteria




37946041	expert_3	Alzheimer's disease	DDF	interact	hyperphosphorylated tau	chemical
37946041	expert_3	amyloid-β and hyperphosphorylated tau pathologies	DDF	interact	chiral Au nanoparticles	chemical
37946041	expert_3	AD	DDF	interact	indole-3-acetic acid	chemical
37946041	expert_3	hyperphosphorylated tau	chemical	influence	AD	DDF
37946041	expert_3	indole-3-acetic acid	chemical	influence	neuroinflammation	DDF
37946041	expert_3	cognitive decline	DDF	interact	indole-3-acetic acid	chemical
37946041	expert_3	gut microbiota	microbiome	located in	AD mice	animal
37946041	expert_3	gut microbiome	microbiome	is linked to	amyloid-β and hyperphosphorylated tau pathologies	DDF
37946041	expert_3	amyloid-β	chemical	influence	Alzheimer's disease	DDF
37946041	expert_3	chiral Au nanoparticles	chemical	impact	gut microbiota	microbiome
37946041	expert_3	Alzheimer's disease	DDF	interact	amyloid-β	chemical
37946041	expert_3	neurodegenerative diseases	DDF	interact	indole-3-acetic acid	chemical
37946041	expert_3	chiral Au nanoparticles	chemical	impact	gut microbiome	microbiome
37946041	expert_3	neuroinflammation	DDF	target	AD mice	animal
37946041	expert_3	chiral Au nanoparticles	chemical	interact	indole-3-acetic acid	chemical
37946041	expert_3	amyloid-β	chemical	influence	AD	DDF
37946041	expert_3	AD	DDF	interact	hyperphosphorylated tau	chemical
37946041	expert_3	AD	DDF	target	patients	animal
37946041	expert_3	neuroinflammation	DDF	interact	indole-3-acetic acid	chemical
37946041	expert_3	amyloid-β and hyperphosphorylated tau pathologies	DDF	target	AD mice	animal
37946041	expert_3	Chiral nanoparticle-remodeled gut microbiota	microbiome	is linked to	neurodegeneration	DDF
37946041	expert_3	AD	DDF	interact	amyloid-β	chemical
37946041	expert_3	indole-3-acetic acid	chemical	influence	cognitive decline	DDF
37946041	expert_3	hyperphosphorylated tau	chemical	influence	Alzheimer's disease	DDF
37946041	expert_3	amyloid-β	chemical	located in	brain	anatomical location




40122583	expert_3	amnestic mild cognitive impairment	DDF	target	individuals	human
40122583	expert_3	aMCI	DDF	target	individuals	human
40122583	expert_3	blood microbiota	microbiome	is linked to	cognitive decline	DDF
40122583	expert_3	SCD	DDF	target	individuals	human
40122583	expert_3	Alphaproteobacteria	bacteria	located in	aMCI group	human
40122583	expert_3	blood microbiota	microbiome	is linked to	aMCI	DDF
40122583	expert_3	Clostridia	bacteria	located in	aMCI group	human
40122583	expert_3	cognitive decline	DDF	change abundance	Alphaproteobacteria	bacteria
40122583	expert_3	cognitive decline	DDF	change abundance	Gammaproteobacteria	bacteria
40122583	expert_3	Gammaproteobacteria	bacteria	located in	aMCI group	human
40122583	expert_3	aMCI	DDF	target	Forty-seven participants	human
40122583	expert_3	subjective cognitive decline	DDF	target	individuals	human
40122583	expert_3	cognitive decline	DDF	target	individuals	human
40122583	expert_3	Bacteroidia	bacteria	located in	aMCI group	human
40122583	expert_3	SCD	DDF	target	Forty-seven participants	human
40122583	expert_3	cognitive decline	DDF	change abundance	Bacteroidia	bacteria
40122583	expert_3	cognitive decline	DDF	change abundance	Clostridia	bacteria


39408343	expert_3	acute stroke	DDF	target	patients	human
39408343	expert_3	ischemic stroke	DDF	target	patients	human
39408343	expert_3	Equol	chemical	influence	CES	DDF
39408343	expert_3	Equol	chemical	influence	coronary artery disease	DDF
39408343	expert_3	Equol	chemical	influence	atrial fibrillation	DDF
39408343	expert_3	Equol	chemical	interact	estrogen receptor beta	chemical
39408343	expert_3	Equol	chemical	influence	atrial dysfunction	DDF
39408343	expert_3	Equol	chemical	influence	ischemic stroke	DDF
39408343	expert_3	Equol	chemical	influence	dementia	DDF
39408343	expert_3	Equol	chemical	produced by	equol-producing gut microbiota	microbiome


34757579	expert_3	multiple sclerosis	DDF	target	mouse model	animal
34757579	expert_3	demyelination	DDF	target	Cuprizone-induced C57bl/6 mouse	animal
34757579	expert_3	inflammatory demyelinating disease	DDF	affect	neuronal cell destruction	DDF
34757579	expert_3	vitamin D	chemical	impact	gut microbiota	microbiome
34757579	expert_3	Bacillus Coagulans IBRC-M10791	bacteria	located in	Cuprizone-induced C57bl/6 mouse	animal
34757579	expert_3	Multiple sclerosis	DDF	affect	neuronal cell destruction	DDF
34757579	expert_3	Tryptophan	chemical	impact	B.coagulans	bacteria
34757579	expert_3	probiotics	dietary supplement	administered	mice	animal
34757579	expert_3	Vitamin D	chemical	impact	B.coagulans	bacteria
34757579	expert_3	cuprizone	drug	administered	mice	animal
34757579	expert_3	probiotics	dietary supplement	impact	gut microbiota	microbiome
34757579	expert_3	probiotic strain	dietary supplement	administered	mouse model	animal


36363813	expert_3	diet-induced obesity	DDF	target	adult male mice	animal
36363813	expert_3	chow	dietary supplement	administered	male adult C57BL/6 mice	animal
36363813	expert_3	high-fat, high-sugar diet	food	administered	male adult C57BL/6 mice	animal
36363813	expert_3	HFD	food	administered	male adult C57BL/6 mice	animal
36363813	expert_3	GM	microbiome	used by	Illumina MiSeq	biomedical technique


34622150	expert_3	germ-free mice	animal	used by	histological analyses	biomedical technique
34622150	expert_3	stroke	DDF	target	germ-free and colonized mice	animal
34622150	expert_3	germ-free and normally colonized mice	animal	used by	resting-state functional magnetic resonance imaging	biomedical technique
34622150	expert_3	ischemic stroke	DDF	target	germ-free and normally colonized mice	animal


36468884	expert_3	lysophospholipid lysoPC a C18:1	chemical	located in	5xfAD animals	animal
36468884	expert_3	Romboutsia ilealis	bacteria	located in	AD mice	animal
36468884	expert_3	gut microbiome dysbiosis	DDF	affect	AD	DDF
36468884	expert_3	familial AD	DDF	target	5xfAD	animal
36468884	expert_3	Turicibacter	bacteria	located in	AD mice	animal
36468884	expert_3	AD	DDF	target	people	human
36468884	expert_3	Alzheimer's Disease	DDF	target	5xfAD Mouse Model	animal
36468884	expert_3	Lactobacillus johnsonii	bacteria	located in	AD mice	animal
36468884	expert_3	Microbiome	microbiome	located in	5xfAD Mouse Model	animal
36468884	expert_3	AD	DDF	change abundance	Turicibacter	bacteria
36468884	expert_3	carnosine	chemical	located in	5xfAD animals	animal
36468884	expert_3	serotonin	chemical	located in	5xfAD animals	animal
36468884	expert_3	Metabolome	chemical	located in	5xfAD Mouse Model	animal
36468884	expert_3	gut microbiome dysbiosis	DDF	affect	Alzheimer's disease	DDF




38112024	expert_4	2'-FL	chemical	impact	Clostridium	bacteria
38112024	expert_4	2'-FL	chemical	located in	AD mice	animal
38112024	expert_4	HMO	chemical	interact	oleoyl-l-carnitine	chemical
38112024	expert_4	Alzheimer's Disease	DDF	target	Mice	animal
38112024	expert_4	HMO	chemical	interact	Aβ	chemical
38112024	expert_4	Tau phosphorylation	chemical	located in	AD mice	animal
38112024	expert_4	HMO	chemical	influence	cognitive impairment	DDF
38112024	expert_4	oleoyl-l-carnitine	chemical	impact	Clostridium	bacteria
38112024	expert_4	HMO	chemical	located in	AD mice	animal
38112024	expert_4	HMO	chemical	interact	amyloid-β	chemical
38112024	expert_4	HMO	chemical	influence	neuroinflammation	DDF
38112024	expert_4	HMO	chemical	impact	Clostridium	bacteria
38112024	expert_4	gut microbiota	microbiome	used by	metagenomic analysis	biomedical technique
38112024	expert_4	neuroinflammation	DDF	target	AD mice	animal
38112024	expert_4	oleoyl-l-carnitine	chemical	impact	Akkermansia	bacteria
38112024	expert_4	Aβ	chemical	located in	AD mice	animal
38112024	expert_4	2'-FL	chemical	impact	Akkermansia	bacteria
38112024	expert_4	neuroinflammation	DDF	strike	brain	anatomical location
38112024	expert_4	2'-FL	chemical	interact	Tau phosphorylation	chemical
38112024	expert_4	2'-Fucosyllactose	chemical	part of	HMO	chemical
38112024	expert_4	2'-FL	chemical	interact	Aβ	chemical
38112024	expert_4	cognitive impairment	DDF	target	AD mice	animal
38112024	expert_4	amyloid-β	chemical	located in	AD mice	animal
38112024	expert_4	2'-FL	chemical	part of	HMO	chemical
38112024	expert_4	2'-FL	chemical	influence	dysbiosis	DDF
38112024	expert_4	2'-FL	chemical	interact	oleoyl-l-carnitine	chemical
38112024	expert_4	HMO	chemical	impact	Akkermansia	bacteria
38112024	expert_4	cognitive dysfunction	DDF	strike	brain	anatomical location
38112024	expert_4	2'-FL	chemical	influence	cognitive impairment	DDF
38112024	expert_4	2'-FL	chemical	part of	human milk oligosaccharide	chemical
38112024	expert_4	2'-FL	chemical	interact	amyloid-β	chemical
38112024	expert_4	2'-FL	chemical	influence	neuroinflammation	DDF
38112024	expert_4	HMO	chemical	influence	dysbiosis	DDF
38112024	expert_4	HMO	chemical	interact	Tau phosphorylation	chemical
38112024	expert_4	2'-Fucosyllactose	chemical	part of	human milk oligosaccharide	chemical


39828227	expert_4	A	chemical	impact	probiotic Lactobacillus plantarum	bacteria
39828227	expert_4	gut microbiota	microbiome	located in	vehicle-treated rats	animal
39828227	expert_4	Natural glucocorticoids	chemical	influence	acute multiple sclerosis	DDF
39828227	expert_4	Natural glucocorticoids	chemical	influence	MS	DDF
39828227	expert_4	rats	animal	used by	high-throughput 16S rRNA gene sequencing	biomedical technique
39828227	expert_4	GCs	chemical	influence	acute multiple sclerosis	DDF
39828227	expert_4	gut microbiota	microbiome	located in	rats	animal
39828227	expert_4	MS	DDF	change abundance	gut microbiota	microbiome
39828227	expert_4	rats	animal	used by	Histological examinations	biomedical technique
39828227	expert_4	GCs	chemical	influence	MS	DDF
39828227	expert_4	rats	animal	used by	behavioral tests	biomedical technique
39828227	expert_4	C	chemical	impact	probiotic Lactobacillus plantarum	bacteria


34380664	expert_4	MS	DDF	strike	CNS	anatomical location
34380664	expert_4	Multiple sclerosis	DDF	strike	CNS	anatomical location
34380664	expert_4	gut microbiota	microbiome	is linked to	MS	DDF
34380664	expert_4	MS	DDF	is a	autoimmune disease	DDF
