pmid	annotator	start_idx	end_idx	location	text_span	label
30316910	student_A	1279	1287	abstract	glutamate	chemical
30316910	student_A	1293	1305	abstract	aspartic acid	chemical
30316910	student_A	1320	1337	abstract	hippocampal tissue	anatomical location
30316910	student_A	1342	1348	abstract	AD rats	animal
30316910	student_A	1362	1372	abstract	metabolites	chemical
30316910	student_A	1437	1457	abstract	endogenous biomarkers	DDF
30316910	student_A	1462	1463	abstract	AD	DDF
30316910	student_A	1566	1567	abstract	AD	DDF
30316910	student_A	1587	1610	abstract	gut microbiome dysbiosis	DDF
30316910	student_A	1646	1668	abstract	oxidative stress injury	DDF


40031897	student_A	48	73	title	Lactobacillus rhamnosus GG	dietary supplement
40031897	student_A	104	122	title	Cerebrospinal Fluid	anatomical location
40031897	student_A	162	172	title	Hippocampus	anatomical location
40031897	student_A	177	191	title	Adult Male Rats	animal
40031897	student_A	181	218	abstract	psychiatric and neurological disorders	DDF
40031897	student_A	248	293	abstract	probiotic bacterium Lactobacillus rhamnosus GG	dietary supplement
40031897	student_A	296	298	abstract	LGG	dietary supplement
40031897	student_A	390	392	abstract	LGG	dietary supplement
40031897	student_A	508	510	abstract	LGG	dietary supplement
40031897	student_A	519	537	abstract	cerebrospinal fluid	anatomical location
40031897	student_A	540	542	abstract	CSF	anatomical location
40031897	student_A	619	640	abstract	central nervous system	anatomical location
40031897	student_A	643	645	abstract	CNS	anatomical location
40031897	student_A	664	678	abstract	adult male rats	animal
40031897	student_A	681	743	abstract	Liquid chromatography-tandem mass spectrometry-based proteomics	biomedical technique
40031897	student_A	830	832	abstract	LGG	dietary supplement
40031897	student_A	980	1003	abstract	Gene enrichment analysis	biomedical technique
40031897	student_A	1136	1138	abstract	CSF	anatomical location
40031897	student_A	1141	1197	abstract	Real-time reverse transcription polymerase chain reaction	biomedical technique
40031897	student_A	1200	1215	abstract	real-time RT-PCR	biomedical technique
40031897	student_A	1269	1295	abstract	anti-inflammatory cytokines	chemical
40031897	student_A	1304	1314	abstract	hippocampus	anatomical location
40031897	student_A	1395	1398	abstract	Il10	gene
40031897	student_A	1401	1405	abstract	Tgfb1	gene
40031897	student_A	1408	1410	abstract	Il4	gene
40031897	student_A	1417	1437	abstract	IL-4-responsive genes	gene
40031897	student_A	1440	1444	abstract	Cd200	gene
40031897	student_A	1447	1453	abstract	Cd200r1	gene
40031897	student_A	1460	1463	abstract	Mrc1	gene
40031897	student_A	1466	1470	abstract	Cd206	gene
40031897	student_A	1479	1481	abstract	LGG	dietary supplement
40031897	student_A	1523	1534	abstract	CSF proteins	chemical
40031897	student_A	1580	1586	abstract	cochlin	chemical
40031897	student_A	1589	1593	abstract	NPTXR	chemical
40031897	student_A	1596	1601	abstract	reelin	chemical
40031897	student_A	1604	1608	abstract	Sez6l	chemical
40031897	student_A	1615	1620	abstract	VPS13C	chemical
40031897	student_A	1669	1671	abstract	CPQ	chemical
40031897	student_A	1674	1680	abstract	IGFBP-7	chemical
40031897	student_A	1690	1692	abstract	CSF	anatomical location
40031897	student_A	1711	1713	abstract	LGG	dietary supplement
40031897	student_A	1743	1751	abstract	Il10 mRNA	chemical
40031897	student_A	1767	1807	abstract	anti-inflammatory cytokine interleukin 10	chemical
40031897	student_A	1817	1827	abstract	hippocampus	anatomical location
40031897	student_A	1835	1837	abstract	LGG	dietary supplement
40031897	student_A	1864	1875	abstract	CSF proteins	chemical
40031897	student_A	2044	2046	abstract	LGG	dietary supplement
40031897	student_A	2122	2146	abstract	neurodegenerative disease	DDF
40031897	student_A	2241	2245	abstract	brain	anatomical location


32983166	student_A	0	27	title	Intestinal Barrier Breakdown	DDF
32983166	student_A	33	62	title	Mucosal Microbiota Disturbance	DDF
32983166	student_A	67	106	title	Neuromyelitis Optical Spectrum Disorders	DDF
32983166	student_A	42	80	abstract	neuromyelitis optica spectrum disorders	DDF
32983166	student_A	83	87	abstract	NMOSD	DDF
32983166	student_A	158	168	abstract	aquaporin-4	chemical
32983166	student_A	171	174	abstract	AQP4	chemical
32983166	student_A	244	252	abstract	dysbiosis	DDF
32983166	student_A	270	285	abstract	fecal microbiota	microbiome
32983166	student_A	290	303	abstract	NMOSD patients	human
32983166	student_A	426	439	abstract	NMOSD patients	human
32983166	student_A	442	465	abstract	Sigmoid mucosal biopsies	biomedical technique
32983166	student_A	485	493	abstract	endoscopy	biomedical technique
32983166	student_A	504	511	abstract	patients	human
32983166	student_A	518	522	abstract	NMOSD	DDF
32983166	student_A	560	591	abstract	healthy control (HC) individuals	human
32983166	student_A	627	645	abstract	electron microscopy	biomedical technique
32983166	student_A	651	670	abstract	immunohistochemistry	biomedical technique
32983166	student_A	785	797	abstract	mucosal flora	microbiome
32983166	student_A	821	878	abstract	high-throughput 16S ribosomal RNA gene amplicon sequencing	biomedical technique
32983166	student_A	898	927	abstract	bacterial rRNA gene sequencing	biomedical technique
32983166	student_A	983	995	abstract	Streptococcus	bacteria
32983166	student_A	1008	1021	abstract	Granulicatella	bacteria
32983166	student_A	1048	1071	abstract	colonic mucosa specimens	chemical
32983166	student_A	1076	1089	abstract	NMOSD patients	human
32983166	student_A	1107	1120	abstract	HC individuals	human
32983166	student_A	1155	1163	abstract	epithelia	anatomical location
32983166	student_A	1172	1185	abstract	colonic mucosa	anatomical location
32983166	student_A	1200	1213	abstract	NMOSD patients	human
32983166	student_A	1231	1241	abstract	HC subjects	human
32983166	student_A	1284	1306	abstract	tight junction proteins	chemical
32983166	student_A	1309	1316	abstract	occludin	chemical
32983166	student_A	1319	1327	abstract	claudin-1	chemical
32983166	student_A	1333	1350	abstract	zonula occludens-1	chemical
32983166	student_A	1353	1356	abstract	ZO-1	chemical
32983166	student_A	1363	1376	abstract	NMOSD patients	human
32983166	student_A	1426	1436	abstract	HC subjects	human
32983166	student_A	1472	1482	abstract	macrophages	anatomical location
32983166	student_A	1516	1524	abstract	cytoplasm	anatomical location
32983166	student_A	1591	1602	abstract	plasma cells	anatomical location
32983166	student_A	1659	1672	abstract	lamina propria	anatomical location
32983166	student_A	1681	1686	abstract	mucosa	anatomical location
32983166	student_A	1695	1702	abstract	patients	human
32983166	student_A	1709	1713	abstract	NMOSD	DDF
32983166	student_A	1775	1796	abstract	CD38+ and CD138+ cells	anatomical location
32983166	student_A	1799	1810	abstract	plasma cells	anatomical location
32983166	student_A	1854	1865	abstract	plasma cells	anatomical location
32983166	student_A	1881	1894	abstract	NMOSD patients	human
32983166	student_A	1977	1984	abstract	patients	human
32983166	student_A	1991	1995	abstract	NMOSD	DDF
32983166	student_A	2013	2021	abstract	dysbiosis	DDF
32983166	student_A	2027	2049	abstract	inflammatory activation	DDF
32983166	student_A	2058	2060	abstract	gut	anatomical location
32983166	student_A	2228	2232	abstract	NMOSD	DDF
32983166	student_A	2291	2295	abstract	NMOSD	DDF
32983166	student_A	2308	2320	abstract	gut dysbiosis	DDF


40801051	student_A	0	19	title	Human Trace Elements	chemical
40801051	student_A	22	35	title	Gut Microbiota	microbiome
40801051	student_A	42	60	title	Alzheimer's Disease	DDF
40801051	student_A	77	119	title	Multistage Mendelian Randomization Analysis	statistical technique
40801051	student_A	0	18	abstract	Alzheimer's disease	DDF
40801051	student_A	21	22	abstract	AD	DDF
40801051	student_A	40	65	abstract	neurodegenerative disorder	DDF
40801051	student_A	84	112	abstract	progressive cognitive decline	DDF
40801051	student_A	220	233	abstract	trace elements	chemical
40801051	student_A	238	251	abstract	gut microbiota	microbiome
40801051	student_A	257	258	abstract	AD	DDF
40801051	student_A	372	391	abstract	human trace elements	chemical
40801051	student_A	397	398	abstract	AD	DDF
40801051	student_A	406	428	abstract	Mendelian randomization	statistical technique
40801051	student_A	431	432	abstract	MR	statistical technique
40801051	student_A	439	469	abstract	multivariate MR (MVMR) analysis	statistical technique
40801051	student_A	521	534	abstract	gut microbiota	microbiome
40801051	student_A	564	577	abstract	trace elements	chemical
40801051	student_A	583	584	abstract	AD	DDF
40801051	student_A	609	629	abstract	mediation MR analysis	statistical technique
40801051	student_A	632	642	abstract	MR analysis	statistical technique
40801051	student_A	688	693	abstract	copper	chemical
40801051	student_A	768	775	abstract	carotene	chemical
40801051	student_A	816	817	abstract	AD	DDF
40801051	student_A	820	832	abstract	MVMR analysis	statistical technique
40801051	student_A	857	862	abstract	copper	chemical
40801051	student_A	902	909	abstract	carotene	chemical
40801051	student_A	980	981	abstract	AD	DDF
40801051	student_A	984	1004	abstract	Mediation MR analysis	statistical technique
40801051	student_A	1031	1036	abstract	copper	chemical
40801051	student_A	1141	1142	abstract	AD	DDF
40801051	student_A	1229	1236	abstract	carotene	chemical
40801051	student_A	1336	1368	abstract	f_Prevotellaceae.g_Paraprevotella	bacteria
40801051	student_A	1410	1411	abstract	AD	DDF
40801051	student_A	1502	1507	abstract	copper	chemical
40801051	student_A	1513	1520	abstract	carotene	chemical
40801051	student_A	1553	1554	abstract	AD	DDF
40801051	student_A	1616	1629	abstract	trace elements	chemical
40801051	student_A	1632	1645	abstract	gut microbiota	microbiome
40801051	student_A	1652	1677	abstract	neurodegenerative diseases	DDF


34854884	student_A	0	41	title	Gut microbiota-driven brain Aβ amyloidosis	DDF
34854884	student_A	46	49	title	mice	animal
34854884	student_A	60	68	title	microglia	anatomical location
34854884	student_A	41	50	abstract	antibiotic	drug
34854884	student_A	53	55	abstract	ABX	drug
34854884	student_A	79	92	abstract	gut microbiome	microbiome
34854884	student_A	97	115	abstract	male APPPS1-21 mice	animal
34854884	student_A	139	169	abstract	amyloid β (Aβ) plaque pathology	DDF
34854884	student_A	197	223	abstract	plaque-associated microglia	anatomical location
34854884	student_A	271	289	abstract	preweaned male mice	animal
34854884	student_A	306	308	abstract	ABX	drug
34854884	student_A	343	356	abstract	Aβ amyloidosis	DDF
34854884	student_A	404	437	abstract	Aβ-associated degenerative changes	DDF
34854884	student_A	457	465	abstract	male mice	animal
34854884	student_A	491	522	abstract	fecal microbiota transplantation	biomedical technique
34854884	student_A	525	527	abstract	FMT	biomedical technique
34854884	student_A	535	567	abstract	transgenic (Tg) or WT male donors	animal
34854884	student_A	574	594	abstract	ABX-treated male mice	animal
34854884	student_A	616	629	abstract	Aβ amyloidosis	DDF
34854884	student_A	677	710	abstract	Aβ-associated degenerative changes	DDF
34854884	student_A	713	734	abstract	Transcriptomic studies	biomedical technique
34854884	student_A	792	812	abstract	ABX-treated male mice	animal
34854884	student_A	818	820	abstract	FMT	biomedical technique
34854884	student_A	827	833	abstract	Tg mice	animal
34854884	student_A	840	855	abstract	ABX-treated mice	animal
34854884	student_A	916	931	abstract	Tg donor animals	animal
34854884	student_A	1020	1028	abstract	microglia	anatomical location
34854884	student_A	1033	1053	abstract	ABX-treated male mice	animal
34854884	student_A	1072	1094	abstract	cerebral Aβ amyloidosis	DDF
34854884	student_A	1103	1111	abstract	microglia	anatomical location
34854884	student_A	1145	1179	abstract	gut microbiome-mediated alterations	DDF
34854884	student_A	1184	1205	abstract	cerebral Aβ deposition	DDF


39546118	student_A	33	53	title	Acute Ischemic Stroke	DDF
39546118	student_A	68	90	title	Oral and Gut Microbiota	microbiome
39546118	student_A	52	65	abstract	gut microbiota	microbiome
39546118	student_A	70	80	abstract	individuals	human
39546118	student_A	87	107	abstract	acute ischemic stroke	DDF
39546118	student_A	110	112	abstract	AIS	DDF
39546118	student_A	210	239	abstract	oral and intestinal microbiota	microbiome
39546118	student_A	244	255	abstract	AIS patients	human
39546118	student_A	397	408	abstract	AIS patients	human
39546118	student_A	523	557	abstract	16S rRNA high-throughput sequencing	biomedical technique
39546118	student_A	584	591	abstract	patients	human
39546118	student_A	625	627	abstract	AIS	DDF
39546118	student_A	663	692	abstract	oral and intestinal microbiota	microbiome
39546118	student_A	695	706	abstract	Rectal swabs	chemical
39546118	student_A	735	766	abstract	facultatively anaerobic bacteria	bacteria
39546118	student_A	771	778	abstract	patients	human
39546118	student_A	813	823	abstract	oral cavity	anatomical location
39546118	student_A	852	898	abstract	anaerobic and opportunistic pathogenic bacteria	bacteria
39546118	student_A	914	938	abstract	machine learning analysis	statistical technique
39546118	student_A	1066	1073	abstract	patients	human
39546118	student_A	1152	1168	abstract	rectal microbiota	microbiome
39546118	student_A	1207	1229	abstract	oral and gut microbiota	microbiome
39546118	student_A	1260	1283	abstract	rectal and oral bacteria	bacteria
39546118	student_A	1329	1340	abstract	AIS patients	human
39546118	student_A	1519	1531	abstract	oral bacteria	bacteria
39546118	student_A	1548	1557	abstract	intestines	anatomical location
39546118	student_A	1585	1590	abstract	stroke	DDF
39546118	student_A	1648	1659	abstract	AIS patients	human


32121263	student_A	43	71	title	Functional Bacterial Amyloids	chemical
32121263	student_A	83	105	title	Amyloid Beta Deposition	DDF
32121263	student_A	111	127	title	Neuroinflammation	DDF
32121263	student_A	132	158	title	Neurodegenerative Disorders	DDF
32121263	student_A	62	86	abstract	amyloid beta (Ab) protein	chemical
32121263	student_A	91	109	abstract	Alzheimer's disease	DDF
32121263	student_A	131	132	abstract	Ab	chemical
32121263	student_A	205	209	abstract	brain	anatomical location
32121263	student_A	277	313	abstract	functional microbial amyloid proteins	chemical
32121263	student_A	331	333	abstract	gut	anatomical location
32121263	student_A	350	351	abstract	Ab	chemical
32121263	student_A	447	463	abstract	neuronal amyloids	chemical
32121263	student_A	537	546	abstract	microbiota	microbiome
32121263	student_A	601	617	abstract	neurodegeneration	DDF


26921440	student_A	0	21	title	Dietary macronutrients	dietary supplement
26921440	student_A	37	69	title	liver sinusoidal endothelial cell	anatomical location
26921440	student_A	35	68	abstract	liver sinusoidal endothelial cells	anatomical location
26921440	student_A	71	75	abstract	LSECs	anatomical location
26921440	student_A	92	100	abstract	sinusoids	anatomical location
26921440	student_A	129	133	abstract	liver	anatomical location
26921440	student_A	196	200	abstract	blood	anatomical location
26921440	student_A	206	216	abstract	hepatocytes	anatomical location
26921440	student_A	253	268	abstract	hepatic sinusoid	anatomical location
26921440	student_A	316	320	abstract	LSECs	anatomical location
26921440	student_A	434	438	abstract	liver	anatomical location
26921440	student_A	502	515	abstract	macronutrients	dietary supplement
26921440	student_A	608	611	abstract	mice	animal
26921440	student_A	792	802	abstract	dietary fat	dietary supplement
26921440	student_A	870	876	abstract	protein	chemical
26921440	student_A	881	892	abstract	carbohydrate	chemical
26921440	student_A	960	973	abstract	gut microbiome	microbiome
26921440	student_A	1041	1050	abstract	Firmicutes	bacteria
26921440	student_A	1077	1089	abstract	Bacteroidetes	bacteria
26921440	student_A	1133	1143	abstract	fatty acids	chemical
26921440	student_A	1146	1150	abstract	C16:0	chemical
26921440	student_A	1153	1157	abstract	C19:0	chemical
26921440	student_A	1164	1168	abstract	C20:4	chemical
26921440	student_A	1262	1272	abstract	dietary fat	dietary supplement
26921440	student_A	1311	1315	abstract	LSECs	anatomical location
26921440	student_A	1396	1400	abstract	LSECs	anatomical location
26921440	student_A	1414	1434	abstract	gut-derived molecules	chemical
26921440	student_A	1505	1508	abstract	LSEC	anatomical location


35966768	student_A	0	34	title	Transplantation of fecal microbiota	biomedical technique
35966768	student_A	41	52	title	APP/PS1 mice	animal
35966768	student_A	58	85	title	Alzheimer's disease patients	human
35966768	student_A	96	123	title	endoplasmic reticulum stress	DDF
35966768	student_A	132	146	title	cerebral cortex	anatomical location
35966768	student_A	151	164	title	wild-type mice	animal
35966768	student_A	61	74	abstract	gut microbiota	microbiome
35966768	student_A	98	111	abstract	brain diseases	DDF
35966768	student_A	124	142	abstract	Alzheimer's disease	DDF
35966768	student_A	145	146	abstract	AD	DDF
35966768	student_A	187	219	abstract	endoplasmic reticulum (ER) stress	DDF
35966768	student_A	241	242	abstract	AD	DDF
35966768	student_A	259	267	abstract	ER stress	DDF
35966768	student_A	278	279	abstract	AD	DDF
35966768	student_A	352	365	abstract	gut microbiota	microbiome
35966768	student_A	397	405	abstract	ER stress	DDF
35966768	student_A	414	418	abstract	brain	anatomical location
35966768	student_A	459	490	abstract	fecal microbiota transplantation	biomedical technique
35966768	student_A	493	495	abstract	FMT	biomedical technique
35966768	student_A	517	530	abstract	gut microbiota	microbiome
35966768	student_A	537	547	abstract	AD patients	human
35966768	student_A	553	564	abstract	APP/PS1 mice	animal
35966768	student_A	629	642	abstract	gut microbiota	microbiome
35966768	student_A	649	672	abstract	ER stress marker protein	chemical
35966768	student_A	688	702	abstract	cerebral cortex	anatomical location
35966768	student_A	724	739	abstract	western blotting	biomedical technique
35966768	student_A	765	778	abstract	gut microbiota	microbiome
35966768	student_A	799	817	abstract	16S rRNA sequencing	biomedical technique
35966768	student_A	830	838	abstract	ER stress	DDF
35966768	student_A	859	873	abstract	cerebral cortex	anatomical location
35966768	student_A	878	881	abstract	mice	animal
35966768	student_A	903	927	abstract	ER stress marker proteins	chemical
35966768	student_A	930	940	abstract	p-perk/perk	chemical
35966768	student_A	943	955	abstract	p-eIF2α/eIF2α	chemical
35966768	student_A	995	1016	abstract	3,3-dimethyl-1-butanol	chemical
35966768	student_A	1019	1021	abstract	DMB	chemical
35966768	student_A	1034	1036	abstract	DMB	chemical
35966768	student_A	1082	1109	abstract	serum trimethylamine-N-oxide	chemical
35966768	student_A	1112	1115	abstract	TMAO	chemical
35966768	student_A	1121	1130	abstract	metabolite	chemical
35966768	student_A	1139	1152	abstract	gut microbiota	microbiome
35966768	student_A	1235	1248	abstract	gut microbiota	microbiome
35966768	student_A	1258	1266	abstract	ER stress	DDF
35966768	student_A	1275	1289	abstract	cerebral cortex	anatomical location
35966768	student_A	1317	1320	abstract	TMAO	chemical


40770287	student_A	0	6	title	Atrophy	DDF
40770287	student_A	11	33	title	hypothalamic subregions	anatomical location
40770287	student_A	45	52	title	migraine	DDF
40770287	student_A	86	117	title	mendelian randomization analysis	statistical technique
40770287	student_A	4	15	abstract	hypothalamus	anatomical location
40770287	student_A	147	154	abstract	migraine	DDF
40770287	student_A	284	306	abstract	hypothalamic subregions	anatomical location
40770287	student_A	311	318	abstract	migraine	DDF
40770287	student_A	346	360	abstract	T1-weighted MRI	biomedical technique
40770287	student_A	375	391	abstract	migraine patients	human
40770287	student_A	397	413	abstract	episodic migraine	DDF
40770287	student_A	416	417	abstract	EM	DDF
40770287	student_A	424	439	abstract	chronic migraine	DDF
40770287	student_A	442	443	abstract	CM	DDF
40770287	student_A	454	469	abstract	healthy controls	human
40770287	student_A	472	474	abstract	HCs	human
40770287	student_A	530	552	abstract	hypothalamic subregions	anatomical location
40770287	student_A	595	602	abstract	migraine	DDF
40770287	student_A	642	678	abstract	Mendelian randomization (MR) analyses	statistical technique
40770287	student_A	681	698	abstract	Mediation analysis	biomedical technique
40770287	student_A	804	806	abstract	HCs	human
40770287	student_A	809	825	abstract	migraine patients	human
40770287	student_A	1094	1101	abstract	patients	human
40770287	student_A	1108	1109	abstract	CM	DDF
40770287	student_A	1175	1176	abstract	EM	DDF
40770287	student_A	1179	1189	abstract	MR analysis	statistical technique
40770287	student_A	1378	1385	abstract	migraine	DDF
40770287	student_A	1506	1519	abstract	gut microbiome	microbiome
40770287	student_A	1522	1550	abstract	genus DefluviitaleaceaeUCG011	bacteria
40770287	student_A	1553	1585	abstract	genus Eubacteriumruminantiumgroup	bacteria
40770287	student_A	1592	1608	abstract	family FamilyXIII	bacteria
40770287	student_A	1723	1729	abstract	atrophy	DDF
40770287	student_A	1772	1783	abstract	hypothalamus	anatomical location


35900209	student_A	26	50	title	apolipoprotein E isoforms	chemical
35900209	student_A	95	122	title	sporadic Alzheimer's disease	DDF
35900209	student_A	0	21	abstract	Human apolipoprotein E	chemical
35900209	student_A	24	27	abstract	apoE	chemical
35900209	student_A	35	70	abstract	299-amino acid secreted glycoprotein	chemical
35900209	student_A	80	90	abstract	cholesterol	chemical
35900209	student_A	96	108	abstract	phospholipids	chemical
35900209	student_A	143	149	abstract	APOE ε2	chemical
35900209	student_A	152	158	abstract	APOE ε3	chemical
35900209	student_A	165	171	abstract	APOE ε4	chemical
35900209	student_A	204	221	abstract	APOE gene variants	gene
35900209	student_A	241	259	abstract	Alzheimer's disease	DDF
35900209	student_A	262	263	abstract	AD	DDF
35900209	student_A	300	312	abstract	APOE isoforms	chemical
35900209	student_A	355	371	abstract	neuroinflammation	DDF
35900209	student_A	374	392	abstract	blood-brain barrier	anatomical location
35900209	student_A	395	397	abstract	BBB	anatomical location
35900209	student_A	446	464	abstract	oral/gut microbiota	microbiome
35900209	student_A	484	511	abstract	amyloid beta (Aβ) deposition	DDF
35900209	student_A	518	547	abstract	tau-mediated neurodegeneration	DDF
35900209	student_A	835	889	abstract	Intracisternal adeno-associated viral-mediated delivery	biomedical technique
35900209	student_A	894	900	abstract	APOE ε2	chemical
35900209	student_A	921	942	abstract	AD APOE ε4/ε4 carriers	human
35900209	student_A	951	963	abstract	APOE mimetics	chemical
35900209	student_A	997	1034	abstract	perioperative neurocognitive disorders	DDF
35900209	student_A	1064	1097	abstract	APOE ε4 antisense oligonucleotides	drug
35900209	student_A	1100	1133	abstract	anti-APOE ε4 monoclonal antibodies	drug
35900209	student_A	1136	1163	abstract	APOE ε4 structure correctors	drug
35900209	student_A	1170	1199	abstract	APOE-Aβ interaction inhibitors	drug


40752777	student_A	0	10	title	Urolithin A	chemical
40752777	student_A	22	33	title	high anxiety	DDF
40752777	student_A	0	14	abstract	Chronic anxiety	DDF
40752777	student_A	110	136	abstract	mitochondrial abnormalities	DDF
40752777	student_A	169	179	abstract	Urolithin A	chemical
40752777	student_A	182	183	abstract	UA	chemical
40752777	student_A	189	221	abstract	gut microbiota-derived metabolite	chemical
40752777	student_A	333	339	abstract	anxiety	DDF
40752777	student_A	361	362	abstract	UA	chemical
40752777	student_A	427	438	abstract	high anxiety	DDF
40752777	student_A	441	455	abstract	outbred animals	animal
40752777	student_A	489	501	abstract	trait anxiety	DDF
40752777	student_A	507	510	abstract	rats	animal
40752777	student_A	563	581	abstract	low-anxiety animals	animal
40752777	student_A	603	624	abstract	Anxiety-like behaviors	DDF
40752777	student_A	663	681	abstract	Molecular profiling	biomedical technique
40752777	student_A	686	702	abstract	nucleus accumbens	anatomical location
40752777	student_A	705	707	abstract	NAc	anatomical location
40752777	student_A	758	786	abstract	single-nucleus RNA sequencing	biomedical technique
40752777	student_A	1003	1004	abstract	UA	chemical
40752777	student_A	1115	1133	abstract	low-anxiety animals	animal
40752777	student_A	1235	1236	abstract	UA	chemical
40752777	student_A	1452	1453	abstract	UA	chemical
40752777	student_A	1483	1493	abstract	mitofusin-2	chemical
40752777	student_A	1496	1499	abstract	Mfn2	chemical
40752777	student_A	1505	1525	abstract	mitochondrial protein	chemical
40752777	student_A	1566	1589	abstract	anxiety-related behavior	DDF
40752777	student_A	1595	1613	abstract	circuit dysfunction	DDF
40752777	student_A	1622	1624	abstract	NAc	anatomical location
40752777	student_A	1752	1753	abstract	UA	chemical
40752777	student_A	1823	1840	abstract	heightened anxiety	DDF


29118761	student_A	60	73	title	Gut Microbiome	microbiome
29118761	student_A	78	104	title	Multiple Sclerosis Patients	human
29118761	student_A	16	35	abstract	autoimmune disorders	DDF
29118761	student_A	48	65	abstract	multiple sclerosis	DDF
29118761	student_A	68	69	abstract	MS	DDF
29118761	student_A	122	150	abstract	microbial commensal community	microbiome
29118761	student_A	185	194	abstract	microbiota	microbiome
29118761	student_A	246	250	abstract	fiber	dietary supplement
29118761	student_A	395	402	abstract	patients	human
29118761	student_A	493	528	abstract	relapsing-remitting (RR) MS patients	human
29118761	student_A	557	587	abstract	high-vegetable/low-protein diet	food
29118761	student_A	590	605	abstract	HV/LP diet group	human
29118761	student_A	629	640	abstract	Western Diet	food
29118761	student_A	644	651	abstract	WD group	human
29118761	student_A	733	760	abstract	16 S V4 rRNA gene sequencing	biomedical technique
29118761	student_A	869	884	abstract	HV/LP diet group	human
29118761	student_A	902	909	abstract	WD group	human
29118761	student_A	916	944	abstract	<i>Lachnospiraceae</i> family	bacteria
29118761	student_A	983	1016	abstract	IL-17-producing T CD4+ lymphocytes	anatomical location
29118761	student_A	1040	1073	abstract	PD-1 expressing T CD4+ lymphocytes	anatomical location
29118761	student_A	1133	1158	abstract	PD-L1 expressing monocytes	anatomical location
29118761	student_A	1216	1231	abstract	HV/LP diet group	human
29118761	student_A	1267	1281	abstract	Lachnospiraceae	bacteria
29118761	student_A	1296	1332	abstract	CD14+/IL-10+ and CD14+/TGFβ+monocytes	anatomical location
29118761	student_A	1471	1485	abstract	Lachnospiraceae	bacteria
29118761	student_A	1495	1525	abstract	CD4+/CD25+/FoxP3+ T lymphocytes	anatomical location
29118761	student_A	1643	1658	abstract	HV/LP diet group	human
29118761	student_A	1729	1760	abstract	Expanded Disability Status Scale	biomedical technique
29118761	student_A	1842	1850	abstract	dysbiosis	DDF
29118761	student_A	1888	1898	abstract	MS patients	human
29118761	student_A	1953	1967	abstract	Lachnospiraceae	bacteria
29118761	student_A	2011	2014	abstract	TGFβ	chemical
29118761	student_A	2020	2024	abstract	IL-10	chemical
29118761	student_A	2111	2120	abstract	microbiota	microbiome


40166019	student_A	0	8	title	Rapamycin	drug
40166019	student_A	79	124	title	cognitively normal, middle-aged APOE4 Carriers	human
40166019	student_A	166	177	title	non-carriers	human
40166019	student_A	0	8	abstract	Rapamycin	drug
40166019	student_A	91	109	abstract	Alzheimer's disease	DDF
40166019	student_A	112	113	abstract	AD	DDF
40166019	student_A	119	132	abstract	APOE4 carriers	human
40166019	student_A	172	173	abstract	AD	DDF
40166019	student_A	223	240	abstract	low-dose Rapamycin	drug
40166019	student_A	243	251	abstract	Sirolimus	drug
40166019	student_A	336	368	abstract	cognitively normal APOE4 carriers	human
40166019	student_A	371	375	abstract	E4(+)	human
40166019	student_A	406	427	abstract	inflammatory cytokines	chemical
40166019	student_A	467	489	abstract	short-chain fatty acids	chemical
40166019	student_A	492	495	abstract	SCFA	chemical
40166019	student_A	511	524	abstract	gut microbiome	microbiome
40166019	student_A	548	551	abstract	SCFA	chemical
40166019	student_A	577	588	abstract	non-carriers	human
40166019	student_A	591	595	abstract	E4(-)	human
40166019	student_A	650	653	abstract	SCFA	chemical
40166019	student_A	757	761	abstract	E4(+)	human
40166019	student_A	764	778	abstract	Serum amyloid A	chemical
40166019	student_A	784	786	abstract	tau	chemical
40166019	student_A	847	855	abstract	Rapamycin	drug
40166019	student_A	869	905	abstract	early vascular and metabolic deficits	DDF
40166019	student_A	910	926	abstract	E4(+) individuals	human
40166019	student_A	1103	1116	abstract	APOE4 carriers	human


39625518	student_A	26	42	title	Bacillus subtilis	bacteria
39625518	student_A	0	18	abstract	Functional microbes	microbiome
39625518	student_A	29	47	abstract	Parkinson's disease	DDF
39625518	student_A	50	51	abstract	PD	DDF
39625518	student_A	114	123	abstract	probiotics	dietary supplement
39625518	student_A	126	128	abstract	PBT	dietary supplement
39625518	student_A	139	140	abstract	PD	DDF
39625518	student_A	222	224	abstract	PBT	dietary supplement
39625518	student_A	227	243	abstract	Bacillus subtilis	bacteria
39625518	student_A	249	250	abstract	PD	DDF
39625518	student_A	309	310	abstract	PD	DDF
39625518	student_A	313	316	abstract	rats	animal
39625518	student_A	329	339	abstract	haloperidol	drug
39625518	student_A	342	344	abstract	HAL	drug
39625518	student_A	415	420	abstract	L-DOPA	drug
39625518	student_A	495	515	abstract	neurobehavioral tests	biomedical technique
39625518	student_A	565	579	abstract	alpha-synuclein	gene
39625518	student_A	603	621	abstract	monoamine oxidase-B	chemical
39625518	student_A	624	628	abstract	MAO-B	chemical
39625518	student_A	662	681	abstract	dopaminergic neurons	anatomical location
39625518	student_A	768	786	abstract	intestinal microbes	microbiome
39625518	student_A	857	859	abstract	PBT	dietary supplement
39625518	student_A	881	886	abstract	L-dopa	drug
39625518	student_A	904	920	abstract	motor impairments	DDF
39625518	student_A	932	934	abstract	HAL	drug
